smiles,martini_bead,dg_wo_aa,dg_wo_cg,apka,bpka,acidity,log_perm_coeff,n_atoms
NC1(CC1)CNC=O,SP1_P3,2.416,2.646,16.28,9.27,B,-6.566,8
OC1(CC1)CNC=N,SP1_P3,1.716,2.646,14.78,11.32,B,-8.328,8
OC1(CC1)CNC=O,SP1_P3,1.812,2.646,14.75,-0.99,A,-4.721,8
FC1(CC1)CNC=N,SNa_P3,0.357,1.511,NOT,11.20,B,-7.727,8
FC1(CC1)CNC=O,SNa_P3,0.357,1.511,15.58,-1.00,A,-4.203,8
CC1(CC1)CNN=C,SC4_P1,-0.563,-1.883,NOT,4.97,B,-0.062,8
NC1(CC1)CNN=C,SP1_P2,0.906,1.46,NOT,9.12,B,-5.536,8
OC1(CC1)CNN=C,SP1_P2,1.908,1.46,14.73,4.46,B,-3.821,8
FC1(CC1)CNN=C,SNa_P2,-0.041,0.325,NOT,4.01,B,-3.237,8
CC1(CC1)COC=C,SC5_Na,-3.418,-2.251,NOT,-4.71,N,-0.062,8
CC1(CC1)COC=O,SC5_P1,-1.249,-1.116,NOT,-6.82,N,-0.522,8
NC1(CC1)COC=C,SP1_Na,0.275,-0.055,NOT,9.55,B,-4.679,8
NC1(CC1)COC=O,SP1_P1,1.098,1.08,NOT,9.34,B,-5.071,8
OC1(CC1)COC=C,SP1_Na,-0.329,-0.055,14.36,-3.08,A,-2.535,8
OC1(CC1)COC=O,SP1_P1,0.508,1.08,14.35,-3.08,A,-3.133,8
FC1(CC1)COC=C,SNa_Na,-1.826,-1.19,NOT,-4.73,N,-2.22,8
FC1(CC1)COC=O,SNa_P1,-0.467,-0.055,NOT,-6.82,N,-2.535,8
CC1(CC1)CON=C,SC5_P1,-2.402,-1.116,NOT,4.68,B,-0.522,8
NC1(CC1)CON=C,SP1_P1,0.384,1.08,NOT,8.98,B,-4.712,8
OC1(CC1)CON=C,SP1_P1,0.192,1.08,14.28,4.17,B,-3.133,8
FC1(CC1)CON=C,SNa_P1,-1.057,-0.055,NOT,3.73,B,-2.535,8
CC1(CC1)NCC=C,SNd_C4,-1.441,-3.019,NOT,9.61,B,-1.632,8
CC1(CC1)NCC=O,SC5_P5,-0.11,0.466,18.65,8.31,B,-4.308,8
CC1(CC1)NCC#N,SC5_P3,-0.124,0.449,NOT,5.61,B,-2.006,8
CC1(CC1)NNC=N,SC5_P4,1.386,0.566,NOT,10.41,B,-5.566,8
CC1(CC1)NNC=O,SC5_P4,1.441,0.566,13.05,3.83,B,-2.775,8
CC1(CC1)OCC=C,SNa_C4,-2.443,-3.019,NOT,-4.19,N,0.336,8
CC1(CC1)OCC=O,SC5_P2,-0.59,-0.736,17.93,-4.21,N,-1.086,8
CC1(CC1)OCC#N,SC5_P3,-1.235,0.449,NOT,-4.26,N,-2.006,8
CC1(CC1)ONC=N,SC5_P4,0.027,0.566,NOT,9.15,B,-4.477,8
CC1(CC1)ONC=O,SC5_P4,-0.069,0.566,9.36,-4.63,A,-2.775,8
CC1(CCC=C)CN1,SP1_C3,-1.496,-2.39,NOT,7.98,B,0.009,8
CC1(CCC=O)CN1,SNd_Na,-0.014,-1.19,17.29,7.67,B,-2.152,8
CC1(CCC#N)CN1,SP1_P1,0.165,1.08,NOT,6.96,B,-3.133,8
CC1(CNC=N)CN1,SP1_P3,1.853,2.646,NOT,11.56,B,-8.473,8
CC1(CNC=O)CN1,SP1_P3,2.032,2.646,16.28,6.92,B,-4.721,8
CC1(CNN=C)CN1,SP1_P2,0.975,1.46,NOT,6.44,B,-3.821,8
CC1(CN1)COC=C,SP1_Na,-0.151,-0.055,NOT,7.02,B,-2.535,8
CC1(CN1)COC=O,SP1_P1,1.002,1.08,NOT,6.62,B,-3.133,8
CC1(CN1)CON=C,SP1_P1,0.618,1.08,NOT,6.11,B,-3.133,8
CC1(CCC=C)CO1,SNa_C3,-2.457,-3.525,NOT,-4.20,N,0.446,8
CC1(CCC=O)CO1,SNa_Na,-0.563,-1.19,16.83,-4.20,N,-2.22,8
CC1(CCC#N)CO1,SNa_P1,-1.126,-0.055,NOT,-4.20,N,-2.535,8
CC1(CNC=N)CO1,SNa_P3,0.906,1.511,NOT,11.27,B,-7.777,8
CC1(CNC=O)CO1,SNa_P3,1.743,1.511,15.88,-0.99,B,-4.203,8
CC1(CNN=C)CO1,SNa_P2,0.522,0.325,NOT,4.46,B,-3.237,8
CC1(COC=C)CO1,SNa_Na,-0.988,-1.19,NOT,-4.10,N,-2.22,8
CC1(COC=O)CO1,SNa_P1,-0.027,-0.055,NOT,-4.22,N,-2.535,8
CC1(CON=C)CO1,SNa_P1,-0.275,-0.055,NOT,4.17,B,-2.535,8
CC1(CCC#C)CC1,SC5_C5,-4.365,-3.313,NOT,NOT,N,0.641,8
NC1(CCC#C)CC1,SP1_C5,-1.18,-1.116,NOT,10.27,B,-3.336,8
OC1(CCC#C)CC1,SP1_C5,-1.428,-1.116,17.88,-1.54,B,-0.522,8
FC1(CCC#C)CC1,SNa_C5,-2.608,-2.251,NOT,NOT,N,-0.062,8
CC1(CC1)NCC#C,SC5_P2,-1.318,-0.736,NOT,9.06,B,-2.737,8
CC1(CC1)OCC#C,SC5_P2,-2.141,-0.736,NOT,-4.25,N,-1.086,8
CC1(CCC#C)CN1,SP1_C5,-1.249,-1.116,NOT,7.92,B,-1.014,8
CC1(CCC#C)CO1,SNa_N0,-2.128,-1.604,NOT,-4.20,N,-1.176,8
CC1C(C)C1(C)CO,SC5_Nda,-1.318,-2.251,18.09,-1.45,B,0.047,8
CC1C(C)C1(C)CF,SC5_C4,-2.8,-4.08,NOT,NOT,N,0.45,8
CC1C(N)C1(C)CN,P2_SNd,1.016,0.325,NOT,9.80,B,-5.544,8
CC1C(N)C1(C)CO,SNd_Nda,0.494,-1.19,15.06,9.40,B,-3.914,8
CC1C(N)C1(C)CF,SNd_C4,-0.7,-3.019,NOT,9.69,B,-1.711,8
CCC1(C)C(C)C1O,SC3_P3,-2.018,-0.825,18.28,-1.37,B,-0.801,8
CC1C(O)C1(C)CN,P3_SNd,0.343,1.511,14.68,9.53,B,-6.043,8
CC1C(O)C1(C)CO,P3_SNda,0.288,1.511,14.50,-2.79,A,-3.973,8
CCC1(C)C(C)C1F,SC3_Na,-4.104,-3.525,NOT,NOT,N,0.446,8
CC1C(F)C1(C)CN,SNa_P2,-0.837,0.325,NOT,9.82,B,-5.64,8
CC1C(F)C1(C)CO,SNa_P3,-1.331,1.511,15.01,-2.79,A,-4.203,8
CC1C(F)C1(C)CF,SNa_Na,-2.883,-1.19,NOT,NOT,N,-2.22,8
CCC1(C)C(N)C1N,SNd_P2,0.494,0.325,NOT,9.21,B,-4.961,8
CC1(CN)C(N)C1N,P2_SP2,2.43,1.84,NOT,9.38,B,-6.281,8
CC1(CO)C(N)C1N,P3_SP2,2.196,3.026,15.02,8.84,B,-6.619,8
CCC1(C)C(N)C1O,SNd_P3,-0.082,1.511,14.34,9.08,B,-5.603,8
CC1(CN)C(N)C1O,P2_SP2,2.182,1.84,14.30,9.32,B,-6.222,8
CC1(CO)C(N)C1O,P3_SP2,1.73,3.026,14.19,8.71,B,-6.491,8
CCC1(C)C(N)C1F,SNd_Na,-1.208,-1.19,NOT,8.41,B,-2.892,8
CC1(CN)C(N)C1F,P2_SP1,1.084,1.46,NOT,9.49,B,-5.902,8
CC1(CO)C(N)C1F,P3_SP1,1.029,2.646,14.97,8.03,B,-5.349,8
CC1(CF)C(N)C1F,Na_SP1,-0.727,-0.055,NOT,8.33,B,-3.464,8
CCC1(C)C(O)C1O,SNda_P3,-0.151,1.511,13.60,-3.28,A,-3.973,8
CC1(CN)C(O)C1O,P2_SP2,1.702,1.84,13.56,9.15,B,-6.053,8
CCC1(C)C(O)C1F,SNda_Na,-2.196,-1.19,13.57,-3.42,A,-1.991,8
CC1(CN)C(O)C1F,P2_SNda,1.222,0.325,13.53,9.44,B,-5.342,8
CC1(CO)C(O)C1F,P3_SNda,0.316,1.511,13.48,-2.83,A,-3.973,8
CC1(CF)C(O)C1F,Na_SNda,-1.057,-1.19,13.49,-3.46,A,-1.991,8
CC1(CN)C(F)C1F,P2_SN0,-1.222,-0.088,NOT,9.73,B,-4.523,8
CCC1(N)C(C)C1C,Nd_SC5,-1.482,-2.251,NOT,10.38,B,-2.863,8
CCC1(N)C(C)C1N,C5_SP2,0.439,-0.736,NOT,9.71,B,-3.379,8
CCC1(N)C(C)C1O,C5_SP2,-0.014,-0.736,14.35,9.70,B,-3.369,8
CC1C(O)C1(N)CN,P3_SP2,2.032,3.026,14.31,9.28,B,-7.048,8
CC1C(O)C1(N)CO,SP2_P3,1.661,3.026,14.13,9.10,B,-6.873,8
CC1C(F)C1(N)CN,SP1_P2,1.043,1.46,NOT,9.37,B,-5.783,8
CCC1(N)C(N)C1N,C5_SP3,1.949,0.449,NOT,8.99,B,-3.584,8
NCC1(N)C(N)C1N,P2_SP3,3.267,3.026,NOT,8.93,B,-6.707,8
CCC1(N)C(N)C1O,C5_SP3,1.647,0.449,13.96,9.03,B,-3.623,8
NCC1(N)C(N)C1O,P2_SP3,3.336,3.026,13.92,8.90,B,-6.678,8
CCC1(N)C(O)C1O,C5_SP3,1.304,0.449,13.23,9.02,B,-3.613,8
CCC1(O)C(C)C1C,C5_SNda,-1.935,-2.251,18.93,-1.08,B,0.047,8
CCC1(O)C(C)C1O,C5_SP2,0.288,-0.736,13.55,-3.27,A,-1.086,8
NCC1(O)C(N)C1N,P2_SP3,3.281,3.026,13.45,9.09,B,-6.863,8
CNC1(C)C(C)C1C,Nd_SC5,-1.373,-2.251,NOT,10.43,B,-2.912,8
CNC1(C)C(C)C1N,Nd_SNd,1.084,-1.19,NOT,9.90,B,-4.61,8
CNC1(C)C(C)C1O,Nd_SNda,0.741,-1.19,14.35,9.59,B,-4.103,8
CNC1(C)C(C)C1F,Nd_SNa,-1.373,-1.19,NOT,8.61,B,-3.091,8
CNC1(C)C(N)C1N,Nd_SP3,2.443,1.511,NOT,9.27,B,-5.79,8
CNC1(C)C(N)C1O,Nd_SP2,1.853,0.325,13.97,9.09,B,-4.842,8
CNC1(C)C(N)C1F,Nd_SP1,0.988,-0.055,NOT,8.23,B,-3.459,8
CNC1(C)C(O)C1O,Nd_SP2,1.524,0.325,13.23,8.74,B,-4.494,8
CNC1(C)C(O)C1F,Nd_SP1,0.082,-0.055,13.20,7.76,B,-2.989,8
COC1(C)C(C)C1C,Na_SC5,-2.471,-2.251,NOT,-4.15,N,-0.062,8
COC1(C)C(C)C1N,Na_SNd,-0.233,-1.19,NOT,9.33,B,-3.81,8
COC1(C)C(C)C1O,Na_SNda,-0.384,-1.19,13.93,-3.27,A,-1.991,8
COC1(C)C(C)C1F,Na_SNa,-2.21,-1.19,NOT,-4.17,N,-2.22,8
COC1(C)C(N)C1N,Na_SP3,1.647,1.511,NOT,8.78,B,-5.572,8
COC1(C)C(N)C1O,Na_SP2,1.565,0.325,13.54,8.66,B,-4.495,8
COC1(C)C(N)C1F,Na_SP1,-0.494,-0.055,NOT,7.99,B,-3.125,8
CC1N(C)C1(C)CN,SNd_P2,1.071,0.325,NOT,9.39,B,-5.14,8
CC1N(C)C1(C)CF,SNd_Na,-1.126,-1.19,NOT,5.15,B,-1.883,8
CC1C(C)C1(C)C=O,SC5_Na,-2.141,-2.251,NOT,-7.10,N,-0.062,8
CC1C(N)C1(C)C=C,P2_SC4,-0.906,-1.503,NOT,9.72,B,-2.644,8
CC1C(O)C1(C)C=C,SNda_C3,-1.784,-3.525,18.22,-1.39,B,0.439,8
CC1C(O)C1(C)C=O,SNda_Na,-0.137,-1.19,14.56,-2.99,A,-1.991,8
CC1C(O)C1(C)C#N,P3_SC5,-0.522,0.449,14.06,-3.21,A,-2.006,8
CC1C(F)C1(C)C=C,SNa_C3,-3.569,-3.525,NOT,NOT,N,0.446,8
CC1C(F)C1(C)C=O,SNa_Na,-1.661,-1.19,NOT,-7.16,N,-2.22,8
CC1C(F)C1(C)C#N,Na_SC5,-2.375,-2.251,NOT,NOT,N,-0.062,8
CC1(C=C)C(N)C1N,C3_SP3,1.126,-0.825,NOT,9.16,B,-2.509,8
CC1(C=C)C(N)C1O,C3_SP2,0.604,-2.01,14.28,9.03,B,-1.659,8
CC1(C=C)C(N)C1F,C3_SP1,-0.878,-2.39,NOT,8.35,B,-0.324,8
CC1(C=C)C(O)C1O,SNda_P3,0.192,1.511,13.54,-3.31,A,-3.973,8
CC1(C=O)C(O)C1O,SP1_P3,1.263,2.646,13.43,-3.35,A,-4.721,8
CC1(C#N)C(O)C1O,SNda_P3,0.659,1.511,12.93,-3.57,A,-3.973,8
CC1(C=C)C(O)C1F,C3_SP1,-1.4,-2.39,13.52,-3.45,A,0.285,8
CC1(C#N)C(O)C1F,P1_SP1,-1.071,1.08,12.89,-3.72,A,-3.133,8
CC1(C=C)C(F)C1F,C3_SNa,-3.02,-3.525,NOT,NOT,N,0.446,8
CC1C(N)C1(N)C=C,P2_SNd,1.112,0.325,NOT,9.40,B,-5.15,8
CC1C(O)C1(N)C=C,SNda_P1,0.837,-0.055,14.29,9.11,B,-4.431,8
CC1C(F)C1(N)C=C,Na_SNd,-0.81,-1.19,NOT,8.43,B,-2.912,8
NC1C(N)C1(N)C=C,P2_SP2,2.43,1.84,NOT,8.75,B,-5.655,8
NC1C(O)C1(N)C=C,P3_SP2,2.416,3.026,13.90,8.71,B,-6.491,8
NC1C(F)C1(N)C=C,Na_SP2,0.975,0.325,NOT,8.03,B,-3.867,8
NC1(C=C)C(O)C1O,SP2_P3,2.237,3.026,13.16,8.43,B,-6.214,8
NC1(C=C)C(O)C1F,P1_SP1,0.563,1.08,13.14,7.75,B,-3.483,8
CC1C(N)C1(O)C=C,P2_SNda,0.714,0.325,13.83,9.37,B,-5.273,8
CC1C(O)C1(O)C#N,P3_SP1,0.631,2.646,11.18,-3.58,A,-4.721,8
NC1C(N)C1(O)C=C,P2_SP2,2.443,1.84,13.44,8.82,B,-5.725,8
NC1C(O)C1(O)C=C,P3_SP2,2.224,3.026,12.89,8.69,B,-6.471,8
CC1N(C)C1(C)C=C,P2_SN0,-1.935,-0.088,NOT,6.28,B,-2.207,8
CC1N(C)C1(C)C=O,SNd_P2,-0.384,0.325,NOT,4.44,B,-3.155,8
CC1N(C)C1(C)C#N,SNd_P1,-0.494,-0.055,NOT,2.26,B,-2.629,8
CC1C(O)C1(C)C#C,SNda_C5,-0.865,-2.251,17.57,-1.67,B,0.047,8
CC1C(F)C1(C)C#C,SNa_C5,-2.924,-2.251,NOT,NOT,N,-0.062,8
CC1(C#C)C(N)C1N,SNd_P2,1.345,0.325,NOT,9.19,B,-4.941,8
CC1(C#C)C(N)C1O,SNd_P3,0.796,1.511,14.01,9.05,B,-5.574,8
CC1(C#C)C(N)C1F,C5_SP1,-0.673,-1.116,NOT,8.37,B,-1.46,8
CC1(C#C)C(O)C1O,SNda_P3,0.659,1.511,13.27,-3.43,A,-3.973,8
CC1(C#C)C(O)C1F,C5_SP1,-0.906,-1.116,13.24,-3.57,A,-0.522,8
CC1C(N)C1(N)C#C,P2_SNd,1.414,0.325,NOT,8.96,B,-4.713,8
CC1C(O)C1(N)C#C,P3_SNd,0.81,1.511,14.00,8.46,B,-4.989,8
CC1C(F)C1(N)C#C,SNa_P2,-0.59,0.325,NOT,7.78,B,-3.617,8
NC1C(N)C1(N)C#C,P2_SP2,2.622,1.84,NOT,8.35,B,-5.256,8
NC1C(O)C1(N)C#C,P3_SP2,2.457,3.026,13.61,8.27,B,-6.055,8
NC1C(F)C1(N)C#C,SP1_P2,1.057,1.46,NOT,7.59,B,-4.011,8
NC1(C#C)C(O)C1O,SP2_P3,2.279,3.026,12.87,7.78,B,-5.567,8
NC1(C#C)C(O)C1F,SP2_Na,1.043,0.325,12.84,7.11,B,-3.237,8
CC1C(N)C1(O)C#C,P2_SNda,0.92,0.325,12.71,9.00,B,-4.909,8
CC1C(O)C1(O)C#C,SNda_P2,0.7,0.325,12.26,-3.43,A,-3.314,8
CC1C(F)C1(O)C#C,SNa_P2,-0.7,0.325,11.97,-4.12,A,-3.237,8
NC1C(N)C1(O)C#C,P2_SP2,2.498,1.84,12.32,8.44,B,-5.346,8
NC1C(O)C1(O)C#C,SP2_P2,2.237,1.84,11.87,8.32,B,-5.226,8
NC1C(F)C1(O)C#C,SP1_P2,1.167,1.46,11.59,7.65,B,-4.071,8
OC1C(O)C1(O)C#C,SP2_P2,2.073,1.84,11.42,-3.79,A,-4.307,8
CC1C(C)C1(F)C#C,SC5_Na,-2.951,-2.251,NOT,NOT,N,-0.062,8
NC1C(N)C1(F)C#C,P2_SP1,1.002,1.46,NOT,7.74,B,-4.161,8
NC1C(O)C1(F)C#C,P3_SP1,1.084,2.646,12.82,7.62,B,-4.94,8
CCCC(CC)CC,C3_C1,-6.63,-6.324,NOT,NOT,N,0.308,8
CCC(CC)CCN,C1_P1,-3.377,-2.854,NOT,10.20,B,-1.165,8
CCC(CC)CCO,C1_P1,-3.706,-2.854,17.09,-1.89,B,0.479,8
CCC(CC)CCF,C1_C5,-5.216,-5.05,NOT,NOT,N,0.461,8
CCCC(CC)CN,C3_Nd,-3.308,-3.525,NOT,10.22,B,-1.525,8
CCC(CN)CCF,Nd_C5,-1.647,-2.251,NOT,10.22,B,-2.706,8
CCCC(CC)CO,C3_Nda,-3.459,-3.525,17.70,-1.62,B,0.439,8
CCC(CO)CCF,Nda_C5,-1.839,-2.251,15.47,-2.59,A,0.047,8
CCC(CF)CCN,C4_P1,-1.633,-1.883,NOT,10.19,B,-2.711,8
CCC(CF)CCO,C4_P1,-1.839,-1.883,15.96,-2.38,A,-0.063,8
CCC(CF)CCF,C4_C5,-2.745,-4.08,NOT,NOT,N,0.45,8
NCCC(CN)CN,P1_P3,1.935,2.646,NOT,10.49,B,-7.688,8
NCC(CN)CCO,P3_P1,2.018,2.646,15.96,9.88,B,-7.141,8
NCCC(CN)CO,P1_P2,1.99,1.46,15.43,10.17,B,-6.561,8
NCCC(CN)CF,P1_P1,1.29,1.08,NOT,10.47,B,-6.184,8
NCC(CF)CCO,P1_P1,1.084,1.08,15.96,9.84,B,-5.566,8
CCCC(CO)CO,C3_P3,-0.727,-0.825,15.10,-2.62,A,-0.801,8
CCCC(CO)CF,C3_P1,-1.922,-2.39,15.39,-2.63,A,0.285,8
CCCC(CF)CF,C3_Na,-3.102,-3.525,NOT,NOT,N,0.446,8
NCCC(CF)CF,P1_Na,-0.069,-0.055,NOT,10.19,B,-5.307,8
CCC(CC)CNC,C1_P1,-3.198,-2.854,NOT,10.67,B,-1.613,8
CCC(CF)CNC,C4_P1,-1.537,-1.883,NOT,10.30,B,-2.818,8
CNCC(CN)CN,P1_P3,2.114,2.646,NOT,10.20,B,-7.433,8
CNCC(CN)CO,P1_P2,1.853,1.46,15.39,9.97,B,-6.369,8
CNCC(CN)CF,P1_P1,1.167,1.08,NOT,10.18,B,-5.901,8
CCC(CC)COC,C1_P1,-4.2,-2.854,NOT,-4.10,N,0.479,8
CCC(CF)COC,C4_P1,-2.553,-1.883,NOT,-4.10,N,-0.063,8
COCC(CN)CO,P1_P2,1.592,1.46,15.36,9.78,B,-6.185,8
COCC(CF)CF,Na_Na,-0.92,-1.19,NOT,-4.10,N,-2.22,8
CCCC(CC)NC,C3_Nd,-3.075,-3.525,NOT,10.76,B,-2.046,8
CCC(CCF)NC,Nd_C5,-1.592,-2.251,NOT,10.37,B,-2.853,8
CNC(CN)CCN,P3_P1,2.114,2.646,NOT,10.09,B,-7.334,8
CNC(CO)CCN,P2_P1,1.647,1.46,15.12,9.90,B,-6.302,8
CNC(CO)CCO,P2_P1,1.469,1.46,15.05,9.49,B,-5.902,8
CNC(CO)CCF,P2_Na,0.604,0.325,15.12,9.64,B,-5.465,8
CCCC(CF)NC,C3_P1,-1.661,-2.39,NOT,9.06,B,-0.999,8
CNC(CF)CCN,P1_P1,0.975,1.08,NOT,9.89,B,-5.616,8
CNCC(CN)NC,P1_P3,1.894,2.646,NOT,9.58,B,-6.861,8
CNCC(CO)NC,P1_P2,1.606,1.46,15.08,9.40,B,-5.813,8
CNC(CO)COC,P2_P1,1.153,1.46,15.05,9.17,B,-5.586,8
CCCC(CC)OC,C3_Na,-4.104,-3.525,NOT,-4.12,N,0.446,8
CCC(CCN)OC,C4_P2,-1.167,-1.503,NOT,10.13,B,-3.043,8
CCC(CCF)OC,Na_C5,-2.773,-2.251,NOT,-4.12,N,-0.062,8
COC(CN)CCF,P2_Na,0.467,0.325,NOT,9.48,B,-5.308,8
COC(CO)CCN,P2_P1,1.414,1.46,14.68,9.83,B,-6.234,8
COC(CO)CCO,P2_P1,1.18,1.46,14.65,-2.41,A,-3.821,8
CNCC(CN)OC,P1_P2,1.496,1.46,NOT,9.63,B,-6.039,8
CNCC(CO)OC,P1_P2,1.126,1.46,14.64,9.32,B,-5.734,8
COCC(CN)OC,P1_P2,1.029,1.46,NOT,9.41,B,-5.823,8
COC(CCN)OC,P1_P1,1.029,1.08,NOT,10.06,B,-5.783,8
CCNC(CC)CC,P1_C1,-3.075,-2.854,NOT,10.85,B,-1.783,8
CCNC(CC)CO,P1_C5,-0.755,-1.116,15.12,10.10,B,-3.171,8
CCNC(CC)CF,P1_C4,-1.963,-1.883,NOT,9.14,B,-1.681,8
CCNC(CN)CN,P1_P3,1.798,2.646,NOT,9.84,B,-7.104,8
CCNC(CN)CO,P1_P2,1.441,1.46,15.08,9.63,B,-6.039,8
CCNC(CN)CF,P1_P1,0.727,1.08,NOT,9.39,B,-5.12,8
CCOC(CC)CC,P1_C1,-4.269,-2.854,NOT,-4.14,N,0.479,8
CCOC(CC)CF,P1_C4,-2.937,-1.883,NOT,-4.16,N,-0.063,8
CCOC(CN)CN,P1_P3,2.018,2.646,NOT,9.45,B,-6.738,8
CCOC(CN)CO,P1_P2,1.208,1.46,14.64,9.11,B,-5.526,8
CCOC(CN)OC,Na_P2,0.631,0.325,NOT,8.72,B,-4.555,8
CCOC(CF)OC,C5_P2,-0.851,-0.736,NOT,-4.02,N,-1.086,8
CCCN(CC)CC,C5_C5,-2.814,-3.313,NOT,10.38,B,-0.65,8
CCN(CC)CCN,C5_P2,-0.577,-0.736,NOT,9.66,B,-3.33,8
CCN(CC)CCF,C5_Na,-1.73,-2.251,NOT,8.35,B,-0.899,8
CCC(CC)CC=C,C1_C4,-6.108,-5.817,NOT,NOT,N,0.421,8
CCC(CC)CC=O,C1_Na,-4.42,-3.989,18.15,-6.95,N,0.516,8
CCC(CC)CC#N,C1_P1,-3.418,-2.854,NOT,NOT,N,0.479,8
CCC(CN)CC=C,Nd_C4,-2.745,-3.019,NOT,10.21,B,-2.221,8
CCC(CO)CC=C,Nda_C4,-3.061,-3.019,17.80,-1.58,B,0.489,8
CCC(CO)CC=O,Nda_Na,-0.878,-1.19,15.45,-2.60,A,-1.991,8
CCC(CF)CC=C,C4_C4,-4.269,-4.847,NOT,NOT,N,0.527,8
CCC(CF)CC=O,C4_Na,-2.224,-3.019,17.03,-6.95,N,0.336,8
CCC(CF)CC#N,C4_P1,-2.1,-1.883,NOT,NOT,N,-0.063,8
OCC(CO)CC=C,P3_C4,-0.453,-0.318,15.09,-2.63,A,-1.03,8
FCC(CF)CC=C,Na_C3,-2.608,-3.525,NOT,NOT,N,0.446,8
CCC(CC=C)NC,Nd_C4,-2.622,-3.019,NOT,10.68,B,-2.677,8
CCC(CC=O)NC,Na_Nd,-1.002,-1.19,17.29,10.03,B,-4.505,8
CNC(CO)CC#N,P2_P1,1.579,1.46,15.09,7.45,B,-3.901,8
CNC(CF)CC=C,Nd_Na,-0.988,-1.19,NOT,8.97,B,-3.451,8
CCC(CC=C)OC,Na_C4,-3.157,-3.019,NOT,-4.12,N,0.336,8
CCC(CC=O)OC,Na_Na,-1.688,-1.19,16.78,-4.12,N,-2.22,8
COC(CO)CC=O,P1_P2,1.029,1.46,14.64,-2.95,A,-3.821,8
CCC(CC)NC=N,C1_P3,-1.881,-1.288,NOT,11.71,B,-3.725,8
CCC(CO)NC=N,Nda_P3,1.126,1.511,15.11,11.14,B,-7.458,8
CCC(CO)NC=O,C5_P4,0.755,0.566,15.06,-1.08,A,-2.775,8
NCC(CO)NC=N,P2_P3,2.979,3.026,15.07,10.84,B,-8.453,8
OCC(CO)NC=N,P3_P3,2.883,4.211,14.73,10.58,B,-9.188,8
OCC(CF)NC=N,Na_P4,2.018,1.628,15.02,10.45,B,-7.568,8
CCC(CO)NN=C,C5_P3,0.357,0.449,15.06,4.76,B,-2.006,8
NCC(CO)NN=C,P2_P1,1.743,1.46,15.02,8.67,B,-5.089,8
OCC(CO)NN=C,P3_P1,1.798,2.646,14.68,4.27,B,-4.721,8
OCC(CF)NN=C,P1_P1,0.741,1.08,14.97,3.85,B,-3.133,8
CCC(CN)OC=O,C5_P4,0.48,0.566,NOT,9.26,B,-4.581,8
CCC(CO)OC=C,C5_P1,-1.29,-1.116,14.66,-2.95,A,-0.522,8
CCC(CF)OC=O,Na_Na,-1.016,-1.19,NOT,-6.83,N,-2.22,8
OCC(CO)OC=O,P3_P1,1.784,2.646,14.28,-2.98,A,-4.721,8
FCC(CF)OC=O,Na_P1,-0.096,-0.055,NOT,-6.84,N,-2.535,8
NCC(CO)ON=C,P2_P1,1.922,1.46,14.55,8.53,B,-4.95,8
OCC(CO)ON=C,P3_P1,1.798,2.646,14.21,3.95,B,-4.721,8
OCC(CF)ON=C,P1_P1,0.906,1.08,14.50,3.54,B,-3.133,8
CCC(OC)OC=C,C5_Na,-1.798,-2.251,NOT,-4.19,N,-0.062,8
COC(CN)OC=C,P2_Na,0.494,0.325,NOT,8.71,B,-4.545,8
COC(CO)OC=O,P2_P1,1.016,1.46,13.84,-3.31,A,-3.821,8
COC(CF)OC=C,Na_Na,-0.851,-1.19,NOT,-4.21,N,-2.22,8
CCC(OC)ON=C,C5_P1,-1.331,-1.116,NOT,4.11,B,-0.522,8
COC(CN)ON=C,P2_P1,1.126,1.46,NOT,8.14,B,-4.561,8
CCN(CC)CC=C,C5_N0,-2.896,-2.665,NOT,9.54,B,-0.898,8
CCN(CC)CC=O,C5_P2,-1.386,-0.736,17.64,7.81,B,-1.492,8
CCC(CO)CC#C,Nda_N0,-2.224,-1.604,17.62,-1.65,B,-1.133,8
NCC(CF)CC#C,P1_N0,-0.618,-0.468,NOT,10.11,B,-4.229,8
FCC(CF)CC#C,Na_N0,-1.716,-1.604,NOT,NOT,N,-1.176,8
CCC(CC#C)NC,Nd_N0,-1.661,-1.604,NOT,10.24,B,-3.869,8
CNC(CN)CC#C,P3_N0,1.208,1.097,NOT,9.83,B,-5.368,8
CCC(CC#C)OC,Na_N0,-2.937,-1.604,NOT,-4.13,N,-1.176,8
COC(CO)CC#C,P2_N0,-0.096,-0.088,14.65,-2.95,A,-2.207,8
COC(CF)CC#C,Na_N0,-1.167,-1.604,NOT,-4.15,N,-1.176,8
COC(CC#C)OC,P1_N0,-0.59,-0.468,17.84,-4.00,N,-1.534,8
CCN(CC)CC#C,Nd_N0,-2.402,-1.604,NOT,9.02,B,-2.657,8
CCCC(CC)C=C,C3_C1,-6.204,-6.324,NOT,NOT,N,0.308,8
CCC(CCN)C=C,C1_P1,-2.553,-2.854,NOT,10.19,B,-1.156,8
CCC(CCO)C=C,C1_P1,-3.006,-2.854,17.18,-1.85,B,0.479,8
CCC(CCF)C=C,C1_C5,-3.83,-5.05,NOT,NOT,N,0.461,8
CCCC(CC)C=O,C3_C5,-3.336,-4.587,18.29,-7.02,N,0.477,8
CCCC(CC)C#N,C3_N0,-3.212,-3.939,NOT,NOT,N,0.365,8
CCC(CCF)C=O,C5_Na,-1.853,-2.251,17.54,-7.02,N,-0.062,8
